creator;data de nascimento;data de morte;country of citizenship;educated at;lat_educated_at;lon_educated_at;place of birth;place of death;sex or gender;fonte_educated_at;confianca_educated_at;observacoes_pesquisa;fonte_place_of_birth;confianca_place_of_birth;acervo;confianca_preenchimento;lat_birth;lon_birth;score_birth;lat_death;lon_death;score_death;fonte_place_of_death;observacoes_place_of_death;confianca_place_of_death;fonte_data_de_nascimento;fonte_data_de_morte;observacoes_datas_biograficas;confianca_datas_biograficas
Aldo Bonadei;1906;1974;Brasil;ateliê de Pedro Alexandrino;-23.550394444444;-46.633947222222;São Paulo;São Paulo;male;https://enciclopedia.itaucultural.org.br/pessoas/2775-bonadei;alta;também frequentou o ateliê de Antonio Rocco;Wikidata;alta;MAC USP;média;-23.5486657;-46.6382522;100.0;-23.550394444;-46.633947222;100.0;FAPESP;;alta;Wikidata > Ulan;Wikidata > Ulan;;alta
Aldo João Nunes;1925;2004;Brasil;estudos com Estanislau Traple > estudos com Martinho de Haro; > ; > ;Florianópolis, SC, Brasil;;male;https://aplicacoes.fcc.sc.gov.br/wpmasc/artista/aldo-nunes/;alta;formação artística com Estanislau Traple e Martinho de Haro;MASC;alta;Museu Victor Meirelles;alta;-27.5969123;-48.5495751;;;;;;ano de morte localizado, mas local de morte não encontrado com segurança;;Wikidata;Wikidata;;alta
Alejandro Casales;1801;1911;México;"Escuela Nacional de Música, Universidad Nacional Autónoma de México > Escuela Nacional de Pintura, Escultura y Grabado ""La Esmeralda""""""""""""""";19.328888888889 > 19.4307;-99.187222222222 > -99.1618;Cidade do México, México;Axochiapan;male;FILE Festival;alta;;site oficial do artista;alta;FILE;;19.430457906;-99.141684761;100.0;18.503055556;-98.751944444;100.0;Wikipedia es;;média;Wikidata;Wikidata;;alta
Alejandro Cicarelli;1808;1879;Chile;Instituto de Bellas Artes de Nápoles > estudos em Roma;40.8516 > 41.893055555556;14.2512 > 12.482777777778;Nápoles;Santiago;male;https://es.wikipedia.org/wiki/Alejandro_Cicarelli;média;;Wikidata;alta;Pinacoteca de São Paulo;média;40.8399833;14.2525421;100.0;-33.4459946;-70.6670569;100.0;Artistas Visuales Chilenos / MNBA;local de morte validado em fonte institucional chilena;alta;Wikidata > Ulan;Wikidata > Ulan;;alta
Alejandro Thornton;1970;;Argentina;National School of Fine Arts Prilidiano Pueyrredon;-34.59171466023074;-58.39131357322754;Buenos Aires;;male;https://archive.file.org.br/participantes/alejandro-thornton/ | https://www.wikidata.org/wiki/Q5412111;alta;;Wikidata;alta;FILE;;-34.6090264;-58.3732215;100.0;;;;;"artista em atividade em fonte recente; sem óbito identificado";;Wikidata;;;alta
Aleksander Kobzdej;1920;1972;Polônia;Jan Matejko Academy of Fine Arts in Kraków;50.066389;19.941667;Olesko;Varsóvia;male;https://en.wikipedia.org/wiki/Aleksander_Kobzdej | https://www.galeriafibak.com.pl/en/artists/kobzdej-aleksander/;média;datas aproximadas;Wikidata;alta;MAC USP;média;49.9625;24.9006;100.0;52.229827082;21.011731518;100.0;Culture.pl;;alta;Wikidata > Ulan;Wikidata > Ulan;;alta
Alessandra Plaza Saravia;;;Peru;Pontificia Universidad Católica del Perú > Universität der Künste Berlin (UdK Berlin);-12.06944444444444 > 52.50916666666667;-77.07944444444445 > 13.32694444444444;Lima;;female;PUCP (perfil docente)> Decolonize Modul21;alta;;Wikidata;alta;FILE;;-12.04318;-77.02824;100.0;;;;;"artista em atividade em fonte recente; sem óbito identificado";;;;"células vazias investigadas; biografias consultadas sem ano explícito de nascimento ou morte";
Alessandro Amaducci;1967;;Itália;Università degli Studi di Torino;45.069444444444;7.6888888888889;Turim, Itália;;male;https://unifind.unito.it/resource/person/3195 | https://italianperformers.it/it/il-team/alessandro-amaducci/;média;;site oficial / FILE Festival;alta;FILE;;45.0683751;7.6830662;100.0;;;;;"artista em atividade em fonte recente; sem óbito identificado";;;;;
Alessandro Massobrio;1974;;Itália;Istituto di Musica G. Verdi di Asti > University of Turin > C.I.B.R.A., University of Pavia;44.9 > 45.0708 > 45.1861;8.2069444444444 > 7.6889 > 9.1566;Turim, Itália;;male;site oficial do artista | Symby;alta;;Artribune / Sinewaves;média;FILE;;45.0683751;7.6830662;100.0;;;;;"artista em atividade em fonte recente; sem óbito identificado";;;;;
Alessandro Varotari;1588;1649;República de Veneza;formação com Dario Varotari the Elder;;;Pádua;Veneza;male;https://en.wikipedia.org/wiki/Alessandro_Varotari | https://www.britannica.com/biography/Padovanino;alta;Também conhecido como Padovanino.;Wikidata;alta;Museu Nacional de Belas Artes;média;45.4095409;11.8765508;100.0;45.434608;12.338913;100.0;Treccani;fontes divergem no ano (1648/1649), mas convergem em Veneza;alta;Wikidata > Ulan;Wikidata > Ulan;;alta
Alessio De Vecchi;;;Itália;Istituto Europeo di Design;45.44625233345661;9.194896909398269;Milão, Itália;;male;FILE Festival;alta;;FILE Festival / WUF Magazine;alta;FILE;;45.4636183;9.1881156;100.0;;;;;"artista em atividade em fonte recente; sem óbito identificado";;;;"células vazias investigadas; biografias consultadas sem ano explícito de nascimento ou morte";
Alex Flemming;1954;;Brasil;Fundação Armando Álvares Penteado (FAAP) > Faculdade de Arquitetura e Urbanismo e de Design da USP (FAU-USP) > estudos de serigrafia e gravura com Regina Silveira, Julio Plaza e Romildo Paiva > Pratt Institute;-23.5450155 > -23.56012 >  > 40.691111;-46.6630802 > -46.72985 >  > -73.963889;São Paulo;;male;https://alexflemming.com.br/alexflemming/> https://www.ieb.usp.br/alex-flemming/> https://pt.wikipedia.org/wiki/Alex_Flemming;média;Formação combinou curso livre, passagem universitária e estudos técnicos com artistas-professores.;Wikidata;alta;MAC USP;alta;-23.5486657;-46.6382522;100.0;;;;;"artista em atividade em fonte recente; sem óbito identificado";;Wikidata > Ulan;;;alta
Alex Moy;;;Estados Unidos;DePaul University;41.923558;-87.653542;Estados Unidos;;male;FILE Festival;alta;;FILE Festival (País de Origem);alta;FILE;;39.398703156;-99.41461919;100.0;;;;;"artista em atividade em fonte recente; sem óbito identificado";;;;"células vazias investigadas; biografias consultadas sem ano explícito de nascimento ou morte";
Alexandre Cabanel;1823;1889;França;Montpellier School of Fine Arts > École des Beaux-Arts de Paris > Villa Medici;43.6108 > 48.853997 > 41.9099;3.8767 > 2.333500 > 12.4833;Montpellier;Paris;male;https://en.wikipedia.org/wiki/Alexandre_Cabanel;média;;Wikidata;alta;Museu Nacional de Belas Artes;alta;43.598499355;3.896845979;100.0;48.856372814;2.352529617;100.0;Musée d'Orsay;;alta;Ulan;Ulan;;alta
Alexandre Cruz (Sesper);1973;;Brasil;;;;Santos, São Paulo, Brasil;;male;;;biografias localizadas neste lote não informam formação;Itaú Cultural;alta;MAC USP;;-23.9562885;-46.3264601;;;;;;"artista em atividade em fonte recente; sem óbito identificado";;;;;
Alexandre Estebanez;;;Estados Unidos;;;;Estados Unidos;;male;;;biografias localizadas neste lote informam atuação profissional, sem formação explícita;FILE Festival (País de Origem);alta;FILE;;39.398703156;-99.41461919;100.0;;;;;"artista em atividade em fonte recente; sem óbito identificado";;;;"células vazias investigadas; biografias consultadas sem ano explícito de nascimento ou morte";
Alexandre Mário Parko;;;;formação acadêmica em São Paulo;-23.550394444444;-46.633947222222;;;male;https://www.catalogodasartes.com.br/;média;Dados insuficientes para nomear escola oficial> mantido em formulação prudente.;;;Museu Histórico Nacional;baixa;;;;;;;;não localizei fonte auditável suficiente sobre local de morte nesta rodada;;;;"células vazias investigadas; autor identificado nas fontes de acervo, mas sem datas biográficas explícitas";
Alexandre Veaux;;;França;Supinfocom Rubika;50.35805555555555;3.523333333333333;França;;male;portfólio oficial do artista> FILE Festival;alta;;FILE Festival (País de Origem);alta;FILE;alta;46.559417044;2.550539953;100.0;;;;;"artista em atividade em fonte recente; sem óbito identificado";;;;"células vazias investigadas; biografias consultadas sem ano explícito de nascimento ou morte";
Alexandre Wollner;1928;2018;Brasil;Instituto de Arte Contemporânea do MASP > Hochschule für Gestaltung Ulm (HfG Ulm);-23.561111 > 48.3806;-46.655833 > 9.95278;São Paulo;São Paulo;male;https://pt.wikipedia.org/wiki/Alexandre_Wollner> https://enciclopedia.itaucultural.org.br/instituicoes/75180-hochschule-fur-gestaltung-ulm-hfg;média;instituições identificadas> datas não localizadas;Wikidata;alta;MAC USP;média;-23.5486657;-46.6382522;100.0;-23.550394;-46.633947;100.0;Enciclopédia Itaú Cultural;;alta;Wikidata > Ulan;Wikidata;;alta
Alexis Marie Lahaye;1850;1914;França;atelier de Carolus-Duran;48.85666666666667;2.333611111111112;Paris;Nîmes;male;https://fr.wikipedia.org/wiki/Alexis_Marie_Lahaye;média;A formação recuperada é em ateliê, não em academia formal explicitada na fonte consultada.;Wikidata;alta;Museu Nacional de Belas Artes;média;48.856372814;2.352529617;100.0;43.83665;4.35788;100.0;Wikipedia fr;;média;Wikidata > Ulan;Wikidata > Ulan;;alta
Alfonso Pretelt;1987;;Colômbia;Universitat de Barcelona;41.386666666667;2.1638888888889;Bogotá, Colômbia;;male;site do artista;alta;;Sonic Matter / Intermediaciones;alta;FILE;;4.6068824;-74.071837;100.0;;;;;"artista em atividade em fonte recente; sem óbito identificado";;;;;
Alfred Leslie;1927;2023;Estados Unidos;New York University (NYU) > Art Students League of New York > Pratt Institute;40.729591 > 40.766083333333 > 40.691111;-73.996895 > -73.980861111111 > -73.963889;Nova York;Brooklyn;male;https://ngabiographies.org/biographies/alfredleslie> https://en.wikipedia.org/wiki/Alfred_Leslie;média;Datas da Pratt Institute não apareceram com precisão nas fontes revisadas.;Wikidata;alta;MAC USP;média;40.7130466;-74.0072301;100.0;40.692529;-73.990996;100.0;"Janet Borden; ArtDaily";;média;;;;
Alfred Manessier;1911;1993;França;École des Beaux-Arts de Paris > Amiens Higher School of Art and Design;48.853997 > 49.8950;2.333500 > 2.3023;Saint-Ouen;Orleães;male;https://fr.wikipedia.org/wiki/Alfred_Manessier | https://www.galerie-laurentin.com/en/alfred-manessier-biography;média;dados recuperados de base auxiliar> datas não localizadas;Wikidata;alta;MAC USP;alta;49.237305387922;-2.21881450916;100.0;47.902857326;1.909331693;100.0;Museo Nacional Thyssen-Bornemisza;;alta;Ulan;Ulan;;alta
Alfred Sisley;1839;1899;Reino Unido da Grã-Bretanha e Irlanda;École des Beaux-Arts de Paris > Atelier de Marc-Charles-Gabriel Gleyre, École des Beaux-Arts;48.853997 > 48.853997;2.333500 > 2.333500;antigo 4º arrondissement de Paris;Moret-sur-Loing;male;Wikipédia;média;formação no ateliê de Gleyre;Wikidata;alta;Museu Nacional de Belas Artes;média;48.8561982;2.3556748;88.0;48.3738888889;2.815;86.04;"Tate; Musée d’Orsay";local ajustado de cemitério para cidade do óbito;alta;Ulan;Ulan;;alta
Alfredo Andersen;1860;1935;Brasil;Academia de Belas-Artes de Cristiânia > Royal Danish Academy of Fine Arts;59.9170 > 55.680277777777775;10.7276 > 12.587222222222222;Kristiansand;Curitiba;male;Wikipédia;média;identificado como artista;Wikidata;alta;MASP;alta;58.1446946;7.9982841;100.0;-25.4297222222;-49.2719444444;100.0;"Museu Casa Alfredo Andersen; Itaú Cultural";;alta;Wikidata > Ulan;Wikidata > Ulan;;alta
Alfredo Ardia;1989;;Itália;Bauhaus-Universität Weimar > Sibelius Academy > Conservatorio Rossini;50.9795 > 60.17166666666667 > 43.9102;11.3291 > 24.9325 > 12.9126;Itália;;male;site oficial do artista;alta;;site oficial (alfredoardia.com);alta;FILE;;42.83333;12.83333;100.0;;;;;"atividade recente em site autoral/FILE; sem fonte auditável de óbito";;;;;
Alfredo Nicolaievsky;1952;;Brasil;Atelier Livre de Porto Alegre > Universidade Federal do Rio Grande do Sul (UFRGS);-30.032777777778 > -30.033611111111;-51.23 > -51.219166666667;Porto Alegre, Rio Grande do Sul, Brasil;;male;https://pt.wikipedia.org/wiki/Alfredo_Nicolaiewsky;média;;UFRGS / Wikipédia;média;MAC USP;média;-30.027679;-51.2286404;;;;;;"atividade/exposições recentes; sem fonte auditável de óbito";;;;;
Alfredo Norfini;1867;1944;Brasil;Istituto di Belle Arti di Lucca;43.85;10.516666666667;Florença;Rio de Janeiro;male;https://enciclopedia.itaucultural.org.br/pessoas/5415-alfredo-norfini;alta;;Wikidata;alta;Museu Paulista;média;43.7686976;11.2569291;100.0;-22.9111111111;-43.2055555556;100.0;"Enciclopédia Itaú Cultural; UFRGS Pinacoteca Barão de Santo Ângelo";;alta;Wikidata > Ulan;Wikidata > Ulan;;alta
Alfredo Volpi;1896;1988;Brasil;Escola Profissional Masculina do Brás;-23.54504;-46.61634;Lucca;São Paulo;male;https://enciclopedia.itaucultural.org.br/pessoas/512-alfredo-volpi;alta;instituição identificada> datas não localizadas;Wikidata;alta;MAC USP;média;43.8430139;10.507994;100.0;-23.5503944444;-46.6339472222;100.0;Enciclopédia Itaú Cultural;;alta;Ulan;Ulan;;alta
Alia Alharmi;;;Emirados Árabes Unidos;New York University Abu Dhabi;24.5239;54.4346;Dubai, Emirados Árabes Unidos;;female;FILE Festival (biografia do artista);alta;;FILE Festival;alta;FILE;;25.2674058;55.2926806;100.0;;;;;"bio recente/atividade profissional; sem fonte auditável de óbito";;;;"células vazias investigadas; biografias consultadas sem ano explícito de nascimento ou morte";
Alice Jaunet;1994;;França;Supinfocom Rubika;50.35805555555555;3.523333333333333;França;;female;FILE Festival;alta;FILE explicita “País de Origem: France”> preenchido em nível de país.;FILE Festival (País de Origem);alta;FILE;alta;46.559417044;2.550539953;100.0;;;;;"atividade recente como artista 3D; sem fonte auditável de óbito";;;;;
Alice Saey;;;França;Haute école des arts du Rhin (HEAR);48.5825;7.7591;Paris, França;;female;https://www.hear.fr/agenda/alice-saey/;alta;;La Courneuve / MacDowell;média;FILE;;48.856372814;2.352529617;100.0;;;;;"site autoral ativo; sem fonte auditável de óbito";;;;"células vazias investigadas; biografias consultadas sem ano explícito de nascimento ou morte";
Aligi Sassu;1912;2000;Itália;Accademia di Belle Arti di Brera > Accademia Libera;45.47222222 > 43.771388888889;9.18888889 > 11.254166666667;Milão;Pollença;male;https://sangiorgioarte.it/en/artisti/sassu-aligi/;alta;Fontes de biografia indicam passagem por Brera e, depois, pela Accademia Libera, sem datas exatas nesta passada.;Wikidata;alta;MAC USP;média;45.4636183;9.1881156;100.0;39.8767805556;3.0162611111;100.0;Treccani;;alta;Wikidata > Ulan;Wikidata > Ulan;;alta
Aliénor Vallet;;;França;estudos em ciências humanas e sociais > formação em realização audiovisual e criação de vídeo para espetáculo ao vivo;>;>;Paris, França;;female;https://alienorvallet.jimdofree.com/fr/bio-cv/;alta;a fonte informa áreas de estudo e formação, mas não nomeia instituições;site oficial / FILE Festival;alta;FILE;média;48.856372814;2.352529617;100.0;;;;;"agenda recente no site autoral; sem fonte auditável de óbito";;;;"células vazias investigadas; biografias consultadas sem ano explícito de nascimento ou morte";
Alois Di Leo;1982;;Peru;National Film and Television School;51.6054;-0.6374;Lima;;male;https://cinemambiente.media/en/directors/alois-di-leo | https://www.semainedelacritique.com/en/articles/interview-with-the-director-alois-di-leo;média;;Wikidata;alta;FILE;;-12.04318;-77.02824;100.0;;;;;"site autoral em atividade; sem fonte auditável de óbito";;;;;
Alonso Pérez;1857;1930;Espanha;;;;Zaragoza;;male;;;As fontes abertas apenas indicam que é 'believed that he received some academic training'> mantida formulação extremamente conservadora.;Wikidata;alta;Museu Histórico Nacional;baixa;41.656837;-0.8794245;100.0;;;;;"fontes secundárias divergentes inclusive sobre ano de morte; local não confirmado";;Musée d’Orsay — catálogo de artista;Musée d’Orsay — catálogo de artista;;alta
Aloísio Lucas de Siqueira;1938;;Brasil;autodidata;-7.9829;-38.2898;Serra Talhada, Pernambuco, Brasil;;male;https://hroficinadeartes.blogspot.com/2011/07/pintura-aloisio-lucas-siqueira.html;média;fonte aberta localizada indica percurso autodidata, sem instituição formal nomeada;Google Arts & Culture;alta;MAC USP;baixa;-7.9829;-38.2898;;;;;;sem fonte auditável suficiente para local de morte;;Google Arts & Culture / Museu de Folclore Edison Carneiro — sobre o criador;;"nascimento localizado; sem data de morte em fonte consultada";média
Aloísio Magalhães;1927;1982;Brasil;Universidade Federal de Pernambuco (UFPE) > Atelier 17;-8.051733 > 48.83972898207762;-34.950716 > 2.3325339;Recife;Pádua;male;https://pt.wikipedia.org/wiki/Alo%C3%ADsio_Magalh%C3%A3es> https://portal.iphan.gov.br/noticias/detalhes/3216;média;O aperfeiçoamento em design gráfico nos EUA aparece sem instituição específica no trecho consultado.;Wikidata;alta;MAC USP;alta;-8.0551894;-34.871176;100.0;45.4077777778;11.8733333333;100.0;Fundaj;;alta;Wikidata > Ulan;Wikidata > Ulan;;alta
Alzira Fragoso;1948;;Brasil;;;;São Carlos, São Paulo, Brasil;;female;;;pesquisa deste lote não localizou fonte auditável suficiente sobre formação;MAC USP;alta;MAC USP;;-22.0174;-47.8908;;;;;;"site autoral ativo; sem fonte auditável de óbito";;;;;
Alípio Dutra;1892;1964;Brasil;Escola Complementar de Piracicaba > Académie Julian > Real Academia de Belas Artes de Bruxelas > Escola Nacional de Belas Artes de Paris;-22.729159 > 48.871111 > 50.811667 > 48.853997;-47.644382 > 2.341667 > 4.381111 > 2.333500;Jaú;São Paulo;male;https://pt.wikipedia.org/wiki/Al%C3%ADpio_Dutra | https://enciclopedia.itaucultural.org.br/pessoas/6462-alipio-dutra;média;A cronologia europeia é particularmente clara nas fontes consultadas.;Wikidata;alta;Museu Paulista;alta;-22.2962115;-48.5575955;100.0;-23.5503944444;-46.6339472222;100.0;Enciclopédia Itaú Cultural;;alta;Wikidata > Ulan;Wikidata > Ulan;;alta
